,ratings,comment,rating_star,like_count,orderid
0,"Ótimo produto. Acabamento do botão um pouco frágil, poderia ser mais bem trabalhado. De modo geral vale o preço. 

As pulseiras são de boa qualidade e a pulseira extra prometida foi enviada. Carregamento ok e bateria com boa durabilidade.",5,106.0,100186164883375,4587069239
1,"A pulseira é extremamente apertada para colocar no relógio até chegou danificar é isso que vi vídeos na internet, não é tudo isso não, é uma réplica do Iwo 13",5,146.0,100829503102538,4587069239
2,"Até agora tem as mostrado um smartwatch incrível, é bonito, tem muitas funções, algumas nem sei como funcionam. É lindo, chegou antes do previsto. Vale cada centavo, eu adorei",5,86.0,100155266161995,4587069239
3,"Veio extremamente bem embalado e relógio é bem bonito, mas muito difícil de configurar. Vendem como Iwo 13 pro, mas a real é que é um Iwo 68. Achei a compra bem meia boca, comprei pelos reviews e me arrependi bastante.",2,114.0,99800244106400,4587069239
4,"O relógio é ótimo, atende todas as minhas necessidades e muito lindo, super compatível é fácil de mexer, ao usar vou aprendendo um pouco mais!
Única queixa que tenho a deixar é que diz que vem uma pulseira de brinde a mais, porém não encaixou no relógio. No mais, uma excelente compra e vale muito.",5,60.0,91635018413043,4587069239
5,"Gostei muito vale a penas, chegou bem embalado à princípio eu bloqueei ele com uma senha que não saia de forma alguma kkk apavorei mais logo mandei mensagem para o vendedor que foi muito prestativo e me enviou um cod resets que vem de fábrica e o problema foi solucionado para minha felicidade.😃🙏🏻",5,143.0,93362908404600,4587069239
6,"O relógio é perfeito, gente pode comprar sem medo, chega rápido, vem super bem embalado, a imagem é mt nitida, vem tudo certinho, vale a pena!!",5,165.0,97906207018447,4587069239
7,"Produto chegou dentro do prazo, bem embalado, com todos os acessórios e funcionando.",5,290.0,99331062170011,4587069239
8,"Maravilhosoooo 💕 produto original,me surpreendeu demais,veio dois carregadores, a entrega foi super rápida, vendendo encaminhou no dia seguinte, a entrega demorou na agência de Ribeirão Preto,demora pelos correios,minha primeira compra internacional amei super indico",5,52.0,80582097408539,4587069239
9,Chegou antes do prazo super recomendo a compra 👍✌👏,5,99.0,96301026182632,4587069239
10,"Não é o Iwo 13 pro original, mas é muito bonito e atende a todas as minhas necessidades. A qualidade é muito boa, e chegou antes do tempo previsto. Parece muito o Apple Watch. Gostei muito!👏👏👏",5,95.0,94354606583971,4587069239
11,"Relógio fantástico!! Amei!! Possui várias funções, o preço é justo e é super similar ao Apple Watch!! Muito maneiro msm, tem até jogo dentro hahahaha
Namoral, recomendo dms!!! Obrigado e Deus abençoe!
Obs.: veio mt bem embalado e com cuidado, não tenho do que reclamar.",5,48.0,87580947404431,4587069239
12,"eu amei, simplesmente do jeito que eu queria, tem muitas funções e conectou super bem com o aplicativo, veio com duas pulseiras, a de plástico ficou grande no meu braço, tive que levar pra fazer dois furinhos. Achei maravilhoso!",5,146.0,92764101335371,4587069239
13,Relógio veio como o anuncio. Bem embalado e veio com cabo para carregar. Ótimo custo benefício!,5,49.0,93187653046856,4587069239
14,"Demorou aproximadamente 1 mês, chegou bem embalado e sem nenhum defeito aparente. Infelizmente um lado da pulseira chegou já quase descolado e não foi possível usar. Não parece ser original, mas funciona muito bem.",4,8.0,82159610301589,4587069239
